District,Tehsil,Village/Town,Property_Type,Ownership,Size_sq_m,Market_Price,Stamp_Duty%,Registration%,Broker%,Population,Amenities,Road_Access,Nearest_Neigh_km
Sehore,Rehti,Paraswada,Agricultural,Institutional,12422.5,97870110,7.5,2,1,2480,3,Yes,12.8
Sehore,Shyampur,Bilpank,Mixed-use,Government,13412.8,78157968,5.0,2,2,6007,14,No,13.9
Sehore,Jawar,Harpura Kalan,Commercial,Government,3461.4,15280599,7.5,3,0,7742,7,Yes,18.2
Sehore,Shyampur,Shyampur,Mixed-use,Government,5885.2,29324031,5.0,2,1,6294,1,Yes,0.4
Sehore,Budhni,Kothrikalan,Industrial,Private,5365.0,41646211,7.5,2,4,11154,9,Yes,14.2
Sehore,Shyampur,Jetpura Kalan,Industrial,Institutional,8049.3,24680484,6.0,3,1,5363,8,No,2.7
Sehore,Jawar,Ladkui,Commercial,Government,14288.1,119407669,7.5,2,5,1788,13,No,5.1
Sehore,Ichhawar,Kachnariya,Mixed-use,Government,10782.9,68148278,7.5,2,1,5845,7,Yes,7.6
Sehore,Rehti,Ladkui,Agricultural,Private,13511.3,39695461,7.5,3,1,1142,14,Yes,10.7
Sehore,Nasrullaganj,Pipalkheda,Industrial,Institutional,1639.8,4739872,6.0,3,1,9206,5,Yes,13.1
Sehore,Rehti,Kothrikalan,Residential,Private,3358.7,13713351,6.0,2,4,4749,11,No,4.7
Sehore,Shyampur,Bamuliya Mal,Agricultural,Cooperative,1023.8,7006867,6.0,2,2,5267,5,Yes,16.0
Sehore,Budhni,Bhatkhedi,Residential,Cooperative,14662.1,46058715,5.0,3,2,7066,5,Yes,11.4
Sehore,Budhni,Bagmau,Industrial,Government,8896.7,40985978,6.0,3,1,1036,8,Yes,16.2
Sehore,Ashta,Bamuliya,Commercial,Cooperative,14647.8,92769032,5.0,3,0,2277,12,Yes,3.1
Sehore,Budhni,Bankheri,Mixed-use,Government,11298.3,50164133,7.5,3,3,8765,10,No,8.2
Sehore,Shyampur,Ladkui,Residential,Government,6441.3,52468066,5.0,2,4,3087,3,No,13.1
Sehore,Ashta,Paraswada,Agricultural,Cooperative,9759.3,42578389,5.0,2,5,11272,10,No,4.1
Sehore,Budhni,Ladkheda Khurd,Industrial,Institutional,4686.8,5844522,7.5,3,1,3870,2,Yes,1.0
Sehore,Budhni,Pipliya Khurd,Residential,Institutional,12645.1,91003825,6.0,3,2,4683,10,No,16.0
Sehore,Nasrullaganj,Borkhedi,Residential,Private,97.8,427085,7.5,3,3,5066,5,No,10.0
Sehore,Nasrullaganj,Bagmau,Industrial,Cooperative,13856.5,111939848,5.0,3,1,6368,15,No,8.6
Sehore,Ashta,Bamuliya,Agricultural,Private,424.0,1252543,6.0,2,3,3313,1,No,19.5
Sehore,Sehore,Bamuliya Kalan,Commercial,Cooperative,6665.4,12526151,7.5,3,1,9377,12,No,4.5
Sehore,Jawar,Jawar,Agricultural,Cooperative,10807.7,26305618,6.0,2,1,8717,3,No,8.3
Sehore,Jawar,Kalapipal,Agricultural,Government,14812.7,115933122,7.5,3,4,10220,14,No,12.3
Sehore,Rehti,Pathar,Industrial,Cooperative,3780.4,33188121,6.0,3,5,3677,5,No,15.7
Sehore,Nasrullaganj,Bamuliya Kalan,Residential,Cooperative,8575.2,49974936,5.0,2,5,4284,5,No,5.8
Sehore,Nasrullaganj,Sonda,Agricultural,Private,7925.3,50786694,7.5,2,1,3728,1,No,10.1
Sehore,Ichhawar,Kachnariya Kalan,Industrial,Government,14825.8,94174414,7.5,3,0,4132,3,Yes,19.4
Sehore,Shyampur,Paraswada,Residential,Government,1797.9,8683673,5.0,3,2,4987,15,No,3.9
Sehore,Sehore,Bhatkhedi,Agricultural,Cooperative,12021.3,24707300,5.0,2,1,216,1,No,5.6
Sehore,Sehore,Dewas Naka,Industrial,Private,2293.9,13505353,7.5,2,0,2367,15,No,2.2
Sehore,Budhni,Pipalia,Industrial,Institutional,12888.4,102005927,7.5,3,1,5469,10,No,12.6
Sehore,Shyampur,Sehore City,Mixed-use,Cooperative,14565.1,23756412,7.5,2,0,4327,12,No,11.1
Sehore,Jawar,Jetpura,Agricultural,Cooperative,5867.3,9840263,5.0,3,0,3403,5,Yes,3.9
Sehore,Sehore,Harpura,Commercial,Private,12881.0,32965344,6.0,3,1,4393,7,Yes,13.2
Sehore,Ashta,Dewas Naka,Commercial,Cooperative,10735.9,46437939,7.5,3,4,509,1,No,14.2
Sehore,Ichhawar,Bilpank,Agricultural,Cooperative,11318.7,98179608,5.0,2,5,10907,8,No,17.8
Sehore,Budhni,Khejra Khurd,Agricultural,Government,14903.7,50922733,6.0,2,1,3791,9,No,19.0
Sehore,Ichhawar,Harpura,Mixed-use,Institutional,6378.1,23641854,6.0,3,5,2662,4,Yes,2.8
Sehore,Ichhawar,Bamuliya Khurd,Commercial,Private,2113.5,4386646,6.0,2,1,3399,15,Yes,4.7
Sehore,Jawar,Bankheri,Agricultural,Cooperative,7069.2,10899056,7.5,2,5,7058,13,No,7.4
Sehore,Ashta,Ralayati,Industrial,Government,11656.5,68509681,6.0,3,1,978,3,No,12.9
Sehore,Jawar,Nasrullaganj,Residential,Government,13660.7,93954592,7.5,3,3,2845,4,Yes,4.4
Sehore,Ichhawar,Shyampur,Commercial,Institutional,6920.1,59321755,7.5,2,0,7491,12,Yes,19.2
Sehore,Ichhawar,Bairagarh,Residential,Institutional,952.7,7159153,7.5,3,2,10872,15,No,14.6
Sehore,Budhni,Gopalpur,Industrial,Institutional,12386.6,53403089,7.5,2,2,869,7,No,12.8
Sehore,Jawar,Mangrola,Industrial,Government,11846.2,56308394,5.0,3,4,1100,3,Yes,6.4
Sehore,Ashta,Kherdi,Agricultural,Cooperative,5961.5,31418368,7.5,3,4,11923,12,Yes,18.9
Sehore,Shyampur,Bagwada,Commercial,Cooperative,8635.2,73605656,5.0,2,1,1435,2,Yes,2.5
Sehore,Shyampur,Pipliya,Residential,Government,10477.6,92833230,7.5,3,5,10112,1,Yes,9.1
Sehore,Ashta,Jamuniya,Agricultural,Private,11985.2,101397899,7.5,2,2,1746,10,No,13.9
Sehore,Ichhawar,Kalapipal Road,Agricultural,Private,7450.4,17741696,5.0,3,3,4220,4,Yes,11.2
Sehore,Ichhawar,Harpura,Residential,Institutional,12868.8,28275690,5.0,3,1,6224,11,No,13.7
Sehore,Nasrullaganj,Pipliya Khurd,Industrial,Government,13638.9,94385324,5.0,2,1,4799,5,No,8.9
Sehore,Ashta,Kankariya,Mixed-use,Cooperative,7667.9,43253741,6.0,2,2,7662,1,Yes,0.3
Sehore,Rehti,Bamuliya Kalan,Industrial,Institutional,1144.9,8161660,6.0,2,5,7393,8,No,12.5
Sehore,Ichhawar,Pipalkheda,Industrial,Government,2466.6,19785055,7.5,3,3,3870,5,Yes,9.1
Sehore,Shyampur,Gopalpur,Agricultural,Government,2467.5,9548094,5.0,2,3,1369,15,No,7.1
Sehore,Budhni,Patla,Mixed-use,Government,494.4,1953416,7.5,2,1,9757,5,Yes,1.5
Sehore,Sehore,Ladkui,Residential,Government,8903.9,31399043,7.5,3,1,7191,4,No,13.4
Sehore,Ichhawar,Rasuliya Khurd,Industrial,Government,12413.9,84188077,7.5,2,0,7119,7,Yes,6.8
Sehore,Nasrullaganj,Bamuliya Khurd,Mixed-use,Private,9722.9,52598932,5.0,2,1,11909,2,Yes,13.1
Sehore,Ashta,Shyampur,Agricultural,Government,10589.2,23892109,7.5,2,1,2537,2,Yes,15.7
Sehore,Rehti,Bairagarh,Mixed-use,Private,10691.5,56735634,6.0,3,4,8233,7,No,17.9
Sehore,Budhni,Kherdi,Residential,Institutional,3991.2,21144858,6.0,3,2,2238,14,Yes,0.9
Sehore,Sehore,Bhopal Pura,Mixed-use,Cooperative,6678.3,34696034,5.0,3,4,5412,13,No,12.8
Sehore,Nasrullaganj,Ladkheda,Agricultural,Private,8969.2,60934626,5.0,3,5,3003,2,Yes,14.3
Sehore,Sehore,Patla,Commercial,Private,2964.2,3369886,7.5,2,0,4708,3,No,10.7
Sehore,Budhni,Pathar,Industrial,Private,1423.5,11247937,6.0,2,3,9685,10,No,11.5
Sehore,Budhni,Dhaturiya Khurd,Commercial,Government,1734.5,9360094,5.0,2,3,6968,7,Yes,14.8
Sehore,Ichhawar,Sehore City,Residential,Private,5269.7,13562457,5.0,3,1,8962,7,Yes,17.5
Sehore,Ashta,Harpura Khurd,Residential,Institutional,12159.4,38438567,7.5,2,4,11679,1,No,11.1
Sehore,Ichhawar,Sonda Khurd,Mixed-use,Government,9927.0,54761719,7.5,2,0,7440,7,No,3.4
Sehore,Shyampur,Jhal,Commercial,Government,2725.5,14844381,5.0,3,5,3389,4,No,8.2
Sehore,Budhni,Rampura,Agricultural,Private,13258.4,115451503,6.0,2,3,7502,2,Yes,8.7
Sehore,Nasrullaganj,Kachhi Barod,Residential,Private,2912.9,18382124,5.0,2,1,11795,10,Yes,2.1
Sehore,Jawar,Kachnariya,Commercial,Cooperative,11078.6,75628985,5.0,3,2,11653,13,Yes,8.2
Sehore,Shyampur,Dewas Naka,Industrial,Private,9787.6,42869057,7.5,3,4,2786,1,Yes,17.1
Sehore,Nasrullaganj,Bagwada,Residential,Government,7049.0,32120583,6.0,2,3,8293,12,Yes,7.1
Sehore,Sehore,Kherdi,Mixed-use,Government,8152.0,27645622,7.5,3,1,11118,1,Yes,14.1
Sehore,Sehore,Bhatkhedi,Industrial,Cooperative,11474.7,67621376,6.0,2,1,5353,8,Yes,6.2
Sehore,Ichhawar,Magarda,Agricultural,Government,9067.0,57750441,7.5,2,3,4930,15,Yes,11.6
Sehore,Ashta,Ralayati,Agricultural,Cooperative,2209.4,13121053,6.0,3,0,7224,10,No,9.7
Sehore,Ashta,Gunaur,Mixed-use,Cooperative,4660.3,30001731,6.0,3,5,10172,14,No,8.2
Sehore,Budhni,Pipliya,Commercial,Institutional,1759.2,8261813,6.0,3,4,10370,6,Yes,8.0
Sehore,Budhni,Pachama,Agricultural,Private,4037.1,14244087,7.5,2,5,10535,9,No,17.5
Sehore,Rehti,Dhaturiya,Residential,Private,2527.3,5348596,6.0,2,3,6607,5,Yes,0.5
Sehore,Ichhawar,Khejra,Mixed-use,Institutional,5429.9,9963851,5.0,2,4,8891,10,Yes,17.5
Sehore,Ashta,Dhodal,Industrial,Institutional,10028.0,53417720,5.0,3,2,1786,9,No,8.4
Sehore,Jawar,Ashta,Commercial,Cooperative,11841.5,98540091,5.0,2,1,802,11,No,14.4
Sehore,Sehore,Kachhi Barod,Mixed-use,Institutional,9704.1,11046169,6.0,3,2,1640,9,No,15.4
Sehore,Jawar,Ralayati,Mixed-use,Institutional,6525.3,36253639,7.5,3,5,369,11,Yes,10.7
Sehore,Ichhawar,Sonda Khurd,Residential,Private,1765.9,12362999,6.0,3,5,2063,1,Yes,5.5
Sehore,Nasrullaganj,Dewas Naka,Agricultural,Government,9053.7,77002985,6.0,3,2,10949,6,No,11.2
Sehore,Sehore,Bhatkhedi,Commercial,Institutional,14104.8,56738511,5.0,2,2,5689,10,No,17.5
Sehore,Ichhawar,Karadiya,Industrial,Government,2828.8,22180245,5.0,2,2,3915,4,No,8.8
Sehore,Ashta,Jetpura,Industrial,Institutional,7247.6,29790398,7.5,3,5,5385,6,Yes,12.1
Sehore,Rehti,Dhaturiya,Residential,Government,8052.9,28187715,6.0,2,1,4759,6,No,4.4
Sehore,Ichhawar,Kalapipal Road,Residential,Private,11136.1,46271515,7.5,2,0,1163,15,No,4.8
Sehore,Ichhawar,Rasuliya Kalan,Industrial,Cooperative,2423.2,17396655,7.5,2,4,5727,9,No,14.3
Sehore,Rehti,Gunaur,Agricultural,Government,2779.7,17647612,5.0,3,1,11728,14,No,2.1
Sehore,Budhni,Rampura,Agricultural,Cooperative,5574.2,9321552,5.0,2,2,905,9,Yes,7.3
Sehore,Budhni,Jetpura,Industrial,Cooperative,4664.3,22262365,6.0,2,2,2362,5,No,17.5
Sehore,Nasrullaganj,Barkheda,Industrial,Private,5397.6,18363942,7.5,3,1,4309,5,Yes,0.8
Sehore,Jawar,Jamuniya,Mixed-use,Private,3395.9,6786686,5.0,3,0,1174,12,Yes,4.9
Sehore,Ichhawar,Kalapipal,Residential,Cooperative,7629.9,61931864,7.5,2,2,2902,8,No,4.0
Sehore,Nasrullaganj,Harpura Mal,Industrial,Government,4794.3,7195089,5.0,2,3,11379,5,No,6.6
Sehore,Jawar,Harpura Khurd,Commercial,Cooperative,12197.5,88724511,5.0,2,4,9299,14,Yes,7.2
Sehore,Shyampur,Salkanpur,Agricultural,Institutional,13050.8,64895262,7.5,3,3,6257,15,Yes,11.9
Sehore,Sehore,Pipliya Khurd,Residential,Institutional,3429.3,25750823,5.0,3,3,10357,13,No,5.3
Sehore,Rehti,Jawar,Mixed-use,Private,10367.2,19669940,7.5,3,3,3783,10,Yes,10.7
Sehore,Jawar,Banet Mal,Agricultural,Government,1500.4,2520485,7.5,3,5,8603,5,No,3.5
Sehore,Nasrullaganj,Badiyakhedi,Agricultural,Institutional,9319.3,79338039,7.5,3,4,6123,8,Yes,11.3
Sehore,Rehti,Jamuniya,Agricultural,Institutional,11333.2,22795001,7.5,2,4,891,3,Yes,1.5
Sehore,Shyampur,Mangrola,Mixed-use,Private,12314.4,41794062,7.5,2,5,10018,15,No,18.0
Sehore,Shyampur,Ashta,Agricultural,Institutional,13745.3,42631557,6.0,2,2,3426,7,No,15.2
Sehore,Ichhawar,Sewas,Industrial,Private,1318.4,8976927,7.5,2,1,8703,9,No,15.1
Sehore,Budhni,Bilkisganj,Mixed-use,Government,9177.5,81557876,7.5,2,2,5564,10,Yes,17.8
Sehore,Ashta,Bamuliya Khurd,Mixed-use,Government,12514.2,57094275,7.5,2,2,5221,3,No,18.5
Sehore,Jawar,Amlaha,Agricultural,Private,9449.8,59117416,7.5,2,5,7663,12,Yes,15.4
Sehore,Rehti,Salkanpur,Commercial,Cooperative,378.0,2629106,5.0,2,4,1357,1,Yes,19.2
Sehore,Ichhawar,Bagmau,Industrial,Institutional,2085.3,16534587,6.0,2,1,11903,7,Yes,11.5
Sehore,Rehti,Mangrola,Residential,Private,717.3,2598005,5.0,3,1,11758,8,Yes,8.1
Sehore,Rehti,Kukri,Industrial,Government,5736.4,24187278,6.0,2,1,11358,6,No,11.4
Sehore,Jawar,Harpura Kalan,Commercial,Private,10588.4,63668585,7.5,3,3,1530,6,No,9.1
Sehore,Jawar,Kurawar,Agricultural,Cooperative,12320.5,35917588,6.0,2,2,5730,13,Yes,2.1
Sehore,Nasrullaganj,Bagwada,Industrial,Private,9927.6,76507579,5.0,3,3,3027,8,Yes,17.1
Sehore,Sehore,Dhaturiya Khurd,Industrial,Cooperative,149.9,1246104,6.0,2,4,1396,7,No,5.2
Sehore,Sehore,Doraha,Residential,Private,9381.9,61662940,6.0,2,2,8822,14,No,8.3
Sehore,Nasrullaganj,Shyampur,Agricultural,Private,639.1,4060989,7.5,2,1,8084,4,Yes,5.4
Sehore,Shyampur,Sonda Khurd,Commercial,Cooperative,2084.1,16376275,5.0,3,5,4296,11,No,9.1
Sehore,Jawar,Pipliya Khurd,Agricultural,Government,13904.3,77902397,7.5,2,3,8164,7,No,13.9
Sehore,Ashta,Bilpank,Commercial,Government,7624.4,54196149,6.0,3,2,5291,13,No,2.3
Sehore,Jawar,Dhodal,Mixed-use,Cooperative,2105.9,10377201,6.0,3,1,398,11,No,16.1
Sehore,Budhni,Kachhi Barod,Industrial,Institutional,11652.8,83030079,5.0,2,2,3462,10,Yes,10.2
Sehore,Jawar,Gunaur,Industrial,Cooperative,9806.3,37981309,7.5,2,5,3884,4,No,5.8
Sehore,Shyampur,Mogra,Residential,Institutional,1486.9,10021232,7.5,2,4,1896,6,Yes,10.3
Sehore,Sehore,Budhni,Commercial,Government,5986.8,22686659,5.0,2,2,1161,11,Yes,17.3
Sehore,Jawar,Bilkisganj,Mixed-use,Private,10884.5,41892219,6.0,2,0,4449,13,No,1.4
Sehore,Ashta,Doraha Mal,Industrial,Institutional,1567.6,4265019,6.0,3,1,9074,11,Yes,1.3
Sehore,Shyampur,Bamuliya Kalan,Agricultural,Private,14324.9,120168369,5.0,3,4,7678,1,No,3.1
Sehore,Sehore,Bamuliya,Mixed-use,Cooperative,3133.9,7582937,5.0,3,2,2411,3,No,0.4
Sehore,Jawar,Bhopal Pura,Industrial,Private,1689.6,12887420,5.0,2,1,5054,7,No,2.1
Sehore,Sehore,Ladkui,Residential,Cooperative,259.0,1390634,6.0,2,0,2531,13,Yes,0.7
Sehore,Rehti,Chandpur,Industrial,Cooperative,10843.9,16923289,6.0,2,3,8958,10,Yes,0.3
Sehore,Shyampur,Gopalpur,Mixed-use,Institutional,528.0,932573,5.0,2,2,9275,1,Yes,16.0
Sehore,Jawar,Bamuliya Kalan,Industrial,Private,2907.4,21019161,7.5,3,1,2675,2,Yes,4.2
Sehore,Sehore,Bilpank,Residential,Cooperative,13278.2,82865101,6.0,2,1,2015,1,No,6.4
Sehore,Nasrullaganj,Sonda,Residential,Cooperative,1735.5,4056681,5.0,3,0,7501,5,No,5.0
Sehore,Ashta,Patla,Commercial,Institutional,4453.6,32476309,5.0,2,2,2412,2,No,0.4
Sehore,Rehti,Banet,Commercial,Institutional,11349.5,24234912,7.5,2,4,4499,5,No,16.0
Sehore,Shyampur,Banet,Industrial,Private,3187.0,7843374,7.5,3,2,1596,4,Yes,9.5
Sehore,Budhni,Dhaturiya Khurd,Industrial,Institutional,10825.4,12913095,7.5,2,2,5701,14,No,11.7
Sehore,Rehti,Barkheda,Industrial,Private,2040.7,3776122,7.5,2,2,8848,10,Yes,3.5
Sehore,Sehore,Bijepur,Industrial,Institutional,11009.0,81672138,6.0,3,3,9159,7,No,2.6
Sehore,Shyampur,Pachama,Residential,Private,7543.0,23789673,6.0,3,0,8425,12,Yes,8.8
Sehore,Budhni,Bilpank,Residential,Private,7401.2,44094054,7.5,2,0,7212,5,Yes,1.1
Sehore,Jawar,Pipalkheda,Mixed-use,Government,12517.4,91169036,5.0,3,4,4457,9,No,5.5
Sehore,Ashta,Rampura,Commercial,Private,3422.1,29853420,6.0,3,2,7122,3,Yes,14.3
Sehore,Ashta,Dhaturiya,Residential,Government,3053.6,20809742,7.5,2,0,5936,15,No,0.1
Sehore,Jawar,Ladkui,Residential,Private,387.7,2089063,6.0,2,2,11753,7,No,4.9
Sehore,Budhni,Bamuliya Kalan,Residential,Private,7781.1,43371060,7.5,2,0,4180,2,No,16.0
Sehore,Ashta,Kherdi,Residential,Cooperative,8550.3,59262644,5.0,2,1,11281,8,Yes,18.7
Sehore,Shyampur,Bamuliya Khurd,Residential,Cooperative,212.9,1567211,6.0,3,4,1396,14,No,9.7
Sehore,Nasrullaganj,Badiyakhedi,Commercial,Private,835.9,6997214,7.5,3,5,3640,4,No,2.5
Sehore,Budhni,Bagwada,Industrial,Private,13949.2,72356327,5.0,3,0,10898,10,No,13.9
Sehore,Rehti,Rampura,Commercial,Institutional,2319.2,2656340,7.5,3,5,247,2,No,4.1
Sehore,Jawar,Mardikhurd,Industrial,Cooperative,527.2,1883798,7.5,3,2,9585,15,No,17.3
Sehore,Sehore,Ralayati,Commercial,Private,1504.7,8131838,6.0,2,1,11622,13,Yes,13.8
Sehore,Ichhawar,Chandbad,Commercial,Cooperative,8979.2,64079731,5.0,2,3,2355,1,No,10.1
Sehore,Budhni,Dewas Naka,Agricultural,Institutional,13580.1,64377169,6.0,2,3,5154,3,Yes,7.0
Sehore,Shyampur,Budhni,Residential,Institutional,1380.9,8227457,7.5,2,4,11538,6,Yes,11.0
Sehore,Sehore,Kothri,Commercial,Institutional,5241.6,5992152,7.5,3,0,569,1,No,12.1
Sehore,Jawar,Nasrullaganj,Agricultural,Cooperative,6173.3,8829405,5.0,2,4,2398,8,Yes,0.7
Sehore,Ichhawar,Bankheri,Commercial,Cooperative,1104.2,1895437,5.0,3,4,11769,6,Yes,10.0
Sehore,Sehore,Jhal,Agricultural,Government,14339.3,102887789,7.5,3,2,6305,12,Yes,19.4
Sehore,Nasrullaganj,Dhaturiya Khurd,Commercial,Government,14678.8,63877666,5.0,3,3,462,2,Yes,6.7
Sehore,Ashta,Rasuliya,Industrial,Government,14463.5,50232042,5.0,3,1,5779,9,No,1.8
Sehore,Sehore,Mangrola,Commercial,Government,14107.8,99529095,7.5,2,3,10997,3,No,9.1
Sehore,Ashta,Pipliya,Industrial,Cooperative,10577.6,43361970,6.0,3,1,2180,5,Yes,19.1
Sehore,Shyampur,Sonda,Mixed-use,Cooperative,7698.7,59699365,7.5,3,3,7702,14,Yes,13.3
Sehore,Ashta,Rasuliya Kalan,Commercial,Institutional,304.5,1310034,5.0,3,4,9317,8,No,19.5
Sehore,Ichhawar,Chandpur,Agricultural,Institutional,12190.5,42188837,6.0,3,5,6249,9,Yes,19.0
Sehore,Ichhawar,Kurawar,Agricultural,Cooperative,12664.7,73921447,6.0,2,2,4257,10,Yes,0.4
Sehore,Sehore,Bamuliya Mal,Agricultural,Institutional,9670.8,16474511,5.0,2,5,11686,10,No,15.5
Sehore,Budhni,Kukri,Commercial,Cooperative,3796.2,29828248,6.0,2,2,3742,6,No,10.1
Sehore,Ichhawar,Kothri,Mixed-use,Institutional,8833.4,38497755,5.0,3,3,4304,14,Yes,7.0
Sehore,Budhni,Pandharinath,Residential,Government,1439.3,10825580,6.0,3,1,10806,12,No,1.7
Sehore,Ichhawar,Bagwada,Residential,Private,10646.8,14987092,7.5,3,0,3977,8,Yes,2.1
Sehore,Sehore,Jawar,Residential,Government,2514.3,22618693,5.0,2,4,7369,9,Yes,1.7
Sehore,Nasrullaganj,Rehti,Residential,Government,4523.4,38423091,5.0,2,0,11352,8,Yes,11.8
Sehore,Shyampur,Dhaturiya Khurd,Mixed-use,Cooperative,760.2,5316626,7.5,3,1,5862,11,Yes,14.5
Sehore,Nasrullaganj,Pandharinath,Mixed-use,Institutional,12693.4,77290878,7.5,3,2,204,11,Yes,1.6
Sehore,Shyampur,Magarda,Commercial,Institutional,7989.2,53122990,5.0,3,1,9194,9,No,10.5
Sehore,Ashta,Gopalpur,Commercial,Cooperative,9013.3,13068427,5.0,3,0,6857,2,No,0.6
Sehore,Budhni,Bamuliya Kalan,Industrial,Government,2016.3,5287587,7.5,3,2,7932,8,Yes,10.8
Sehore,Shyampur,Magarda,Commercial,Private,6755.3,29411243,5.0,2,1,4748,9,Yes,13.5
Sehore,Rehti,Harpura Kalan,Industrial,Private,299.8,1861954,7.5,3,1,2261,4,No,19.3
Sehore,Ichhawar,Bherunda,Industrial,Private,11857.0,48324557,7.5,3,4,5823,14,No,5.3
Sehore,Shyampur,Budhni,Industrial,Cooperative,10259.0,39518268,6.0,2,1,9521,14,No,14.0
Sehore,Ichhawar,Kurawar,Agricultural,Private,11058.1,85256143,6.0,2,3,1241,1,No,18.6
Sehore,Jawar,Bankheri,Agricultural,Private,14690.0,126920562,7.5,3,1,4671,14,Yes,14.1
Sehore,Budhni,Bamuliya Khurd,Mixed-use,Government,8702.1,28790612,6.0,2,1,436,1,No,18.3
Sehore,Sehore,Kalapipal Road,Residential,Private,4800.6,13581211,5.0,2,2,1217,7,No,14.4
Sehore,Sehore,Bairagarh,Industrial,Government,3527.8,28017391,7.5,3,1,5126,9,Yes,2.0
Sehore,Rehti,Budhni,Residential,Institutional,13688.3,59747909,5.0,3,4,9638,13,No,17.1
Sehore,Budhni,Karadiya,Industrial,Government,8313.0,29657566,5.0,2,4,1301,15,No,18.2
Sehore,Rehti,Pandharinath,Commercial,Government,8916.7,63492387,6.0,2,2,5985,5,Yes,7.6
Sehore,Ashta,Jetpura Kalan,Mixed-use,Cooperative,2478.8,17041294,5.0,2,2,4845,7,No,15.5
Sehore,Sehore,Khejra Khurd,Industrial,Government,627.2,951627,5.0,2,3,3385,1,No,2.5
Sehore,Sehore,Jetpura,Industrial,Government,7258.8,49223961,5.0,2,3,5260,5,Yes,10.6
Sehore,Ichhawar,Ralayati,Agricultural,Private,12620.8,63432632,6.0,3,5,3016,7,Yes,3.3
Sehore,Ichhawar,Dhodal,Agricultural,Cooperative,10303.9,43509384,5.0,3,1,9143,9,No,19.9
Sehore,Shyampur,Sonda Khurd,Industrial,Institutional,2110.7,9630188,6.0,2,1,7885,2,Yes,18.9
Sehore,Jawar,Gunaur,Industrial,Cooperative,6310.1,13294783,7.5,2,1,8717,7,No,12.2
Sehore,Sehore,Jetpura Kalan,Residential,Institutional,7793.8,66161663,6.0,2,1,992,12,No,15.6
Sehore,Jawar,Jetpura,Residential,Institutional,11840.0,76941451,7.5,2,3,3327,10,No,14.9
Sehore,Rehti,Kalapipal Road,Industrial,Cooperative,14277.0,102967056,6.0,2,5,10801,12,No,8.3
Sehore,Ashta,Gopalpur,Mixed-use,Cooperative,7537.2,27978142,6.0,2,3,1311,10,Yes,4.9
Sehore,Nasrullaganj,Patla,Commercial,Cooperative,3214.1,13561990,5.0,3,5,3429,3,Yes,14.2
Sehore,Ichhawar,Rasuliya Khurd,Commercial,Cooperative,1621.0,11497127,6.0,3,5,8079,7,Yes,19.4
Sehore,Budhni,Kalapipal,Commercial,Private,11709.2,26473529,7.5,3,0,4784,5,No,11.6
Sehore,Jawar,Rehti,Agricultural,Government,14104.8,108386440,7.5,2,1,9626,14,Yes,3.8
Sehore,Ichhawar,Sonda,Mixed-use,Private,1507.2,13315187,6.0,2,5,6562,5,No,16.6
Sehore,Ashta,Kalapipal,Mixed-use,Private,13035.8,60024848,5.0,2,0,6604,15,Yes,9.0
Sehore,Ashta,Magarda,Residential,Private,4424.8,11443754,5.0,3,3,3057,5,No,7.6
Sehore,Jawar,Barkheda,Industrial,Government,8483.0,61587920,6.0,2,4,137,9,Yes,19.2
Sehore,Ashta,Pipalkheda,Agricultural,Institutional,988.1,7952042,7.5,3,0,11500,10,Yes,14.8
Sehore,Jawar,Paraswada,Industrial,Government,14870.3,73549252,7.5,2,1,9431,2,No,4.5
Sehore,Ashta,Dewas Naka,Mixed-use,Cooperative,967.7,7396674,7.5,3,3,6523,11,No,16.5
Sehore,Shyampur,Dhaturiya,Mixed-use,Institutional,5390.0,14247236,6.0,3,4,10316,10,No,0.6
Sehore,Ashta,Rampura,Mixed-use,Cooperative,4576.2,4678312,7.5,3,2,6813,14,Yes,3.5
Sehore,Ashta,Jetpura Kalan,Residential,Government,8957.7,20846642,5.0,3,2,3952,10,Yes,5.7
Sehore,Ashta,Kherdi,Commercial,Government,13489.4,51097406,5.0,2,1,2889,1,Yes,5.0
Sehore,Budhni,Shyampur,Commercial,Institutional,13595.6,101190491,6.0,2,0,10178,15,Yes,19.8
Sehore,Nasrullaganj,Dhodal,Residential,Government,12841.3,72516903,7.5,3,5,3460,10,Yes,15.1
Sehore,Jawar,Salkanpur,Commercial,Institutional,12759.0,52987030,5.0,3,1,168,13,Yes,7.0
Sehore,Jawar,Bherunda,Commercial,Institutional,11309.7,19494835,7.5,2,3,5511,13,No,6.3
Sehore,Ichhawar,Nasrullaganj,Residential,Government,3701.5,18401281,5.0,2,3,7583,5,No,5.6
Sehore,Budhni,Ashta,Industrial,Government,8961.8,71118280,7.5,2,4,3378,15,No,6.9
Sehore,Budhni,Pipliya Khurd,Commercial,Government,5981.2,9618417,5.0,2,3,6151,4,No,2.6
Sehore,Sehore,Mardikhurd,Industrial,Institutional,2335.1,18270701,7.5,3,2,6326,2,Yes,14.1
Sehore,Sehore,Bherunda,Industrial,Government,474.6,2642884,5.0,3,2,2301,5,Yes,3.9
Sehore,Budhni,Kothri,Agricultural,Government,12912.1,49543803,6.0,2,2,3488,12,Yes,2.1
Sehore,Budhni,Dewas Naka,Commercial,Private,7800.0,35356876,7.5,3,5,2338,5,No,12.1
